Nfur_Accession	Nfur_Description	Nfur_Symbol	Mmu_Symbol
XP_015796516.1	RBBP8 N-terminal-like protein isoform X1	LOC107372827	Rbbp8
XP_015796520.1	15 kDa selenoprotein	LOC107372830	Selenof
XP_015796524.1	signaling lymphocytic activation molecule-like	LOC107372835	Slamf8
XP_015796524.1	signaling lymphocytic activation molecule-like	LOC107372835	Cd84
XP_015796526.1	leukotriene A-4 hydrolase	lta4h	Lta4h
XP_015796527.1	serine/threonine-protein kinase NLK	LOC107372837	Nlk
XP_015796528.1	voltage-dependent T-type calcium channel subunit alpha-1I-like isoform X1	LOC107372838	Catsper2
XP_015796528.1	voltage-dependent T-type calcium channel subunit alpha-1I-like isoform X1	LOC107372838	Cacna1i
XP_015796528.1	voltage-dependent T-type calcium channel subunit alpha-1I-like isoform X1	LOC107372838	Slc9c1
XP_015796529.1	voltage-dependent T-type calcium channel subunit alpha-1I-like isoform X2	LOC107372838	Cacna1h
XP_015796529.1	voltage-dependent T-type calcium channel subunit alpha-1I-like isoform X2	LOC107372838	Cacna1i
XP_015796530.1	voltage-dependent T-type calcium channel subunit alpha-1I-like isoform X3	LOC107372838	Catsper1
XP_015796532.1	leukocyte elastase inhibitor-like isoform X1	LOC107372840	Serpinb9c
XP_015796533.1	leukocyte elastase inhibitor-like isoform X2	LOC107372840	Serpinb6a
XP_015796533.1	leukocyte elastase inhibitor-like isoform X2	LOC107372840	Serpina1a
XP_015796536.1	inaD-like protein	LOC107372843	Patj
XP_015796537.1	pachytene checkpoint protein 2 homolog	LOC107372844	Trip13
XP_015796538.1	CST complex subunit CTC1-like isoform X1	LOC107372847	Ctc1
XP_015796541.1	WAS/WASL-interacting protein family member 2-like	LOC107372850	Wipf3
XP_015796542.1	prenylcysteine oxidase 1	pcyox1	Pcyox1
XP_015796543.1	cilia- and flagella-associated protein 46-like	LOC107372853	Cfap46
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f6
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Gmcl1
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f24
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f15
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f19
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f5
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f25
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f11
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f20
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f2
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f28
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd16
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f8
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f27
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f1
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f9
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f16
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f10
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f13
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f4
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f26
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f23
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f3
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f22
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f21
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f18
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f17
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f7
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f14
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f12
XP_015796550.1	germ cell-less protein-like 1	gmcl1	Btbd35f29
XP_015796552.1	T-cell surface glycoprotein CD3 epsilon chain	cd3e	Cd3e
XP_015796553.1	T-cell surface glycoprotein CD3 delta chain-like	LOC107372866	Cd3g
XP_015796553.1	T-cell surface glycoprotein CD3 delta chain-like	LOC107372866	Cd3d
XP_015796555.1	uncharacterized protein KIAA0930 homolog	LOC107372868	5031439G07Rik
XP_015796556.1	28S ribosomal protein S26, mitochondrial	mrps26	Mrps26
XP_015796558.1	protein FAM136A	fam136a	Fam136a
XP_015796559.1	sodium channel protein type 4 subunit alpha-like	LOC107372873	Scn3a
XP_015796564.1	ras-related and estrogen-regulated growth inhibitor-like protein	rergl	Rergl
XP_015796566.1	transmembrane protein 235-like isoform X1	LOC107372881	Tmem235
XP_015796568.1	vitamin K-dependent gamma-carboxylase	ggcx	Ggcx
XP_015796569.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372882	Zfp59
XP_015796571.1	F-box only protein 33	fbxo33	Fbxo33
XP_015796575.1	sorting nexin-24	snx24	Snx24
XP_015796576.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372893	Gm20422
XP_015796580.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372898	Zfp398
XP_015796582.1	FAS-associated death domain protein-like	LOC107372902	Fadd
XP_015796584.1	protein-lysine 6-oxidase-like	LOC107372900	Lox
XP_015796588.1	cilia- and flagella-associated protein 46-like	LOC107372908	Cfap46
XP_015796589.1	gastrula zinc finger protein XlCGF17.1-like	LOC107372909	Zfp69
XP_015796589.1	gastrula zinc finger protein XlCGF17.1-like	LOC107372909	Zfp316
XP_015796590.1	E3 SUMO-protein ligase PIAS2-like	LOC107372910	Pias2
XP_015796593.1	eosinophil peroxidase-like	LOC107372911	Epx
XP_015796593.1	eosinophil peroxidase-like	LOC107372911	Mpo
XP_015796593.1	eosinophil peroxidase-like	LOC107372911	Lpo
XP_015796594.1	nuclear pore complex protein Nup50	nup50	1700123L14Rik
XP_015796594.1	nuclear pore complex protein Nup50	nup50	Nup50
XP_015796597.1	arrestin red cell isoform 2-like	LOC107372916	Arrb2
XP_015796598.1	olfactory receptor 13C2-like	LOC107372917	Olfr449
XP_015796598.1	olfactory receptor 13C2-like	LOC107372917	Olfr409-ps1
XP_015796598.1	olfactory receptor 13C2-like	LOC107372917	Olfr801
XP_015796598.1	olfactory receptor 13C2-like	LOC107372917	Olfr1415
XP_015796598.1	olfactory receptor 13C2-like	LOC107372917	Olfr1348
XP_015796598.1	olfactory receptor 13C2-like	LOC107372917	Olfr1352
XP_015796598.1	olfactory receptor 13C2-like	LOC107372917	Olfr1260
XP_015796600.1	protein Red	ik	Ik
XP_015796603.1	cytosolic 10-formyltetrahydrofolate dehydrogenase-like	LOC107372922	Aldh1l1
XP_015796607.1	sororin	cdca5	Cdca5
XP_015796608.1	proteasome subunit beta type-2	psmb2	Psmb2
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp677
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Gm3604
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Platr25
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp111
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp51
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp790
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp715
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp52
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp35
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp53
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp595
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp760
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp770
XP_015796609.1	gastrula zinc finger protein XlCGF57.1-like	LOC107372927	Zfp229
XP_015796611.1	cyclin-dependent kinase 14-like	LOC107372930	Cdk14
XP_015796618.1	ubiquitin carboxyl-terminal hydrolase 48-like	LOC107372937	Usp48
XP_015796625.1	zona pellucida sperm-binding protein 4-like	LOC107372943	Zp1
XP_015796627.1	cyclin-J-like	LOC107372948	Ccnj
XP_015796631.1	poly [ADP-ribose] polymerase 10-like	LOC107372952	Parp10
XP_015796632.1	zinc finger and BTB domain-containing protein 8B	zbtb8b	Zbtb8b
XP_015796635.1	chemokine-like receptor 1	LOC107372957	Mrgprx1
XP_015796635.1	chemokine-like receptor 1	LOC107372957	Mrgprb3
XP_015796635.1	chemokine-like receptor 1	LOC107372957	Mrgpra6
XP_015796635.1	chemokine-like receptor 1	LOC107372957	Mas1
XP_015796635.1	chemokine-like receptor 1	LOC107372957	Mrgprg
XP_015796635.1	chemokine-like receptor 1	LOC107372957	Mrgprf
XP_015796635.1	chemokine-like receptor 1	LOC107372957	Mrgprh
XP_015796635.1	chemokine-like receptor 1	LOC107372957	Mrgprx2
XP_015796636.1	DNA-directed RNA polymerase III subunit RPC8	polr3h	Polr3h
XP_015796640.1	carbohydrate deacetylase-like	LOC107372963	Ydjc
XP_015796648.1	transmembrane protein 200C-like isoform X1	LOC107372971	Tmem200c
XP_015796650.1	lethal(3)malignant brain tumor-like protein 4	LOC107372972	L3mbtl4
XP_015796652.1	protocadherin beta-15-like	LOC107372974	Pcdhb11
XP_015796652.1	protocadherin beta-15-like	LOC107372974	Pcdhb16
XP_015796652.1	protocadherin beta-15-like	LOC107372974	Pcdhb18
XP_015796652.1	protocadherin beta-15-like	LOC107372974	Pcdhb6
XP_015796654.1	protein Wnt-16	wnt16	Wnt16
XP_015796656.1	cadherin-like and PC-esterase domain-containing protein 1	cped1	Cped1
XP_015796662.1	solute carrier family 35 member E4 isoform X1	slc35e4	Slc35e4
XP_015796664.1	protein-lysine N-methyltransferase EEF2KMT	LOC107372989	Eef2kmt
XP_015796666.1	macrophage mannose receptor 1-like	LOC107372991	Klrc3
XP_015796668.1	solute carrier family 35 member E4 isoform X2	slc35e4	Slc35e4
XP_015796673.1	mixed lineage kinase domain-like protein	mlkl	Mlkl
XP_015796682.1	enoyl-CoA delta isomerase 2, mitochondrial isoform X1	eci2	Eci2
XP_015796683.1	enoyl-CoA delta isomerase 2, mitochondrial isoform X2	eci2	Eci2
XP_015796684.1	enoyl-CoA delta isomerase 2, mitochondrial isoform X3	eci2	Eci3
XP_015796685.1	DNA repair protein XRCC2	xrcc2	Xrcc2
XP_015796689.1	somatostatin-1-like	LOC107373010	Sst
XP_015796691.1	heat shock protein 30-like	LOC107373012	Hspb9
XP_015796701.1	NF-kappa-B inhibitor-like protein 1	nfkbil1	Nfkbil1
XP_015796707.1	mitochondrial carrier homolog 2	mtch2	Mtch2
XP_015796709.1	receptor-type tyrosine-protein phosphatase O	ptpro	Ptpro
XP_015796714.1	apelin receptor B-like	LOC107373040	Aplnr
XP_015796715.1	acyl-CoA-binding domain-containing protein 4	acbd4	Acbd4
XP_015796716.1	coiled-coil domain-containing protein 102A-like	LOC107373046	Ccdc102a
XP_015796718.1	ubiquitin carboxyl-terminal hydrolase 48-like	LOC107373050	Usp48
XP_015796719.1	trophoblast glycoprotein-like	LOC107373052	Tpbgl
XP_015796726.1	interferon alpha/beta receptor 1b-like	LOC107373063	Ifnar1
XP_015796726.1	interferon alpha/beta receptor 1b-like	LOC107373063	Ifngr2
XP_015796733.1	src kinase-associated phosphoprotein 2	skap2	Skap2
XP_015796733.1	src kinase-associated phosphoprotein 2	skap2	Skap1
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr103
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1206
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr228
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr353
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1291-ps1
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1406
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr237
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1432
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr406
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1134
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr919
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr51
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr366
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr55
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1065
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1317
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1182
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1289
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1195
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr346
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr131
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1008
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr52
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1463
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1467
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr54
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr718-ps1
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr866
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr38
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr355
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr212
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr739
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr152
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1066
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1061
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1184
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1179
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr362
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr107
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr218
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1512
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr126
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr299
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr223
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1057
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr110
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1370
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1462
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1107
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr434
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr924
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr418
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr491
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1501
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr472
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr459
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1121
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr949-ps1
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr63
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1318
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1564
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1043
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr272
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr481
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr749
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1298
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr419
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr788
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr222
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr786
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1281
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr98
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr202
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1443
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1156
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr437
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr279
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr99
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr47
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1180
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr6
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr339
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr154
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1504
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr738
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr136
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1161
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr307
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr324
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr338
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1106
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1051
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1047
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1349
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1183
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr378
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr97
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr111
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr165
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr344
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1302
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr828
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1226
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr138
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr316
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1094
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr389
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1221
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr791
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr392
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1044
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1164
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1497
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr460
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr298
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr381
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr444
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1442
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1293-ps
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr794
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1286
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr837
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1448
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr215
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr116
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1077-ps1
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr357
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr393
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr305
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1085
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1087
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr382
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr132
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr836
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr986
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr994
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1110
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1283
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1411
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr1419
XP_015796736.1	olfactory receptor 1-like	LOC107373072	Olfr24
